name,id,card_id,image_url,rarity
Venomoth,61,swsh12-002,https://assets.tcgdex.net/pt/swsh/swsh12/002,2
Metapod,62,swsh2-2,https://assets.tcgdex.net/pt/swsh/swsh2/2,2
Voltorb de Hisui,63,swsh10-002,https://assets.tcgdex.net/pt/swsh/swsh10/002,1
Metapod,64,swsh8-2,https://assets.tcgdex.net/pt/swsh/swsh8/2,2
Weepinbell,65,swsh5-2,https://assets.tcgdex.net/pt/swsh/swsh5/2,2
Gloom,66,swsh12.5-002,https://assets.tcgdex.net/pt/swsh/swsh12.5/002,1
Gloom,67,swsh11-002,https://assets.tcgdex.net/pt/swsh/swsh11/002,2
Reshiram,68,cel25-2,https://assets.tcgdex.net/pt/swsh/cel25/2,2
Roselia,69,swsh1-2,https://assets.tcgdex.net/pt/swsh/swsh1/2,1
Pansage,70,xy0-2,https://assets.tcgdex.net/pt/xy/xy0/2,1
Parasect,71,xy8-2,https://assets.tcgdex.net/pt/xy/xy8/2,2
Bayleef,72,xy9-2,https://assets.tcgdex.net/pt/xy/xy9/2,2
M Venusaur EX,73,xy12-2,https://assets.tcgdex.net/pt/xy/xy12/2,4
Burmy,74,xy10-2,https://assets.tcgdex.net/pt/xy/xy10/2,1
Tangrowth,75,xy11-2,https://assets.tcgdex.net/pt/xy/xy11/2,2
Weepinbell,76,xy3-2,https://assets.tcgdex.net/pt/xy/xy3/2,2
Exeggutor,77,xy6-2,https://assets.tcgdex.net/pt/xy/xy6/2,2
M Venusaur EX,78,xy1-2,https://assets.tcgdex.net/pt/xy/xy1/2,4
Gloom,79,xy7-2,https://assets.tcgdex.net/pt/xy/xy7/2,2
Venomoth,80,xy4-2,https://assets.tcgdex.net/pt/xy/xy4/2,2
Metapod,81,xy2-2,https://assets.tcgdex.net/pt/xy/xy2/2,1
Kakuna,82,xy5-2,https://assets.tcgdex.net/pt/xy/xy5/2,2
Bellossom,83,sv03-003,https://assets.tcgdex.net/pt/sv/sv03/003,2
Venusaur ex,84,sv03.5-003,https://assets.tcgdex.net/pt/sv/sv03.5/003,5
Jumpluff,85,sv02-003,https://assets.tcgdex.net/pt/sv/sv02/003,2
Maractus,86,sv04.5-003,https://assets.tcgdex.net/pt/sv/sv04.5/003,2
Seedot,87,sv05-003,https://assets.tcgdex.net/pt/sv/sv05/003,1
Ledian,88,sv07-003,https://assets.tcgdex.net/pt/sv/sv07/003,2
Exeggutor,89,sv08-003,https://assets.tcgdex.net/pt/sv/sv08/003,2
Shroomish,90,sv01-003,https://assets.tcgdex.net/pt/sv/sv01/003,1
Froslass ex,91,sv04-003,https://assets.tcgdex.net/pt/sv/sv04/003,4
Rowlet,92,sv06.5-003,https://assets.tcgdex.net/pt/sv/sv06.5/003,1
Pinsir,93,sv06-003,https://assets.tcgdex.net/pt/sv/sv06/003,2
Skiploom,94,swsh7-3,https://assets.tcgdex.net/pt/swsh/swsh7/3,1
Venusaur,95,swsh10.5-003,https://assets.tcgdex.net/pt/swsh/swsh10.5/003,3
Kakuna,96,swsh3.5-3,https://assets.tcgdex.net/pt/swsh/swsh3.5/3,2
Paras,97,swsh3-3,https://assets.tcgdex.net/pt/swsh/swsh3/3,1
Beedrill,98,swsh4-3,https://assets.tcgdex.net/pt/swsh/swsh4/3,2
Beedrill,99,swsh6-3,https://assets.tcgdex.net/pt/swsh/swsh6/3,2
Shroomish,100,swsh9-003,https://assets.tcgdex.net/pt/swsh/swsh9/003,1
Celebi,101,swsh4.5-3,https://assets.tcgdex.net/pt/swsh/swsh4.5/3,1
Spinarak,102,swsh12-003,https://assets.tcgdex.net/pt/swsh/swsh12/003,1
Butterfree,103,swsh2-3,https://assets.tcgdex.net/pt/swsh/swsh2/3,2
Electrode de Hisui,104,swsh10-003,https://assets.tcgdex.net/pt/swsh/swsh10/003,2
Butterfree,105,swsh8-3,https://assets.tcgdex.net/pt/swsh/swsh8/3,2
Victreebel,106,swsh5-3,https://assets.tcgdex.net/pt/swsh/swsh5/3,2
Bellossom,107,swsh12.5-003,https://assets.tcgdex.net/pt/swsh/swsh12.5/003,2
Vileplume,108,swsh11-003,https://assets.tcgdex.net/pt/swsh/swsh11/003,2
Kyogre,109,cel25-3,https://assets.tcgdex.net/pt/swsh/cel25/3,2
Roselia,110,swsh1-3,https://assets.tcgdex.net/pt/swsh/swsh1/3,1
Chespin,111,xy0-3,https://assets.tcgdex.net/pt/xy/xy0/3,1
Pinsir,112,xy8-3,https://assets.tcgdex.net/pt/xy/xy8/3,2
Meganium,113,xy9-3,https://assets.tcgdex.net/pt/xy/xy9/3,2
Caterpie,114,xy12-3,https://assets.tcgdex.net/pt/xy/xy12/3,1
Wormadam,115,xy10-3,https://assets.tcgdex.net/pt/xy/xy10/3,2
Hoppip,116,xy11-3,https://assets.tcgdex.net/pt/xy/xy11/3,1
Victreebel,117,xy3-3,https://assets.tcgdex.net/pt/xy/xy3/3,2
Wurmple,118,xy6-3,https://assets.tcgdex.net/pt/xy/xy6/3,1
Weedle,119,xy1-3,https://assets.tcgdex.net/pt/xy/xy1/3,1
Vileplume,120,xy7-3,https://assets.tcgdex.net/pt/xy/xy7/3,2
Yanma,121,xy4-3,https://assets.tcgdex.net/pt/xy/xy4/3,1
Butterfree,122,xy2-3,https://assets.tcgdex.net/pt/xy/xy2/3,2
Beedrill,123,xy5-3,https://assets.tcgdex.net/pt/xy/xy5/3,2
Scyther,124,sv03-004,https://assets.tcgdex.net/pt/sv/sv03/004,2
Charmander,125,sv03.5-004,https://assets.tcgdex.net/pt/sv/sv03.5/004,1
Pineco,126,sv02-004,https://assets.tcgdex.net/pt/sv/sv02/004,1
Toedscool,127,sv04.5-004,https://assets.tcgdex.net/pt/sv/sv04.5/004,1
Nuzleaf,128,sv05-004,https://assets.tcgdex.net/pt/sv/sv05/004,2
Celebi,129,sv07-004,https://assets.tcgdex.net/pt/sv/sv07/004,2
Durant ex,130,sv08-004,https://assets.tcgdex.net/pt/sv/sv08/004,3
Breloom,131,sv01-004,https://assets.tcgdex.net/pt/sv/sv01/004,2
Pansage,132,sv04-004,https://assets.tcgdex.net/pt/sv/sv04/004,1
Dartrix,133,sv06.5-004,https://assets.tcgdex.net/pt/sv/sv06.5/004,2
Spinarak,134,sv06-004,https://assets.tcgdex.net/pt/sv/sv06/004,1
Jumpluff,135,swsh7-4,https://assets.tcgdex.net/pt/swsh/swsh7/4,2
Venusaur Radiante,136,swsh10.5-004,https://assets.tcgdex.net/pt/swsh/swsh10.5/004,2
Beedrill,137,swsh3.5-4,https://assets.tcgdex.net/pt/swsh/swsh3.5/4,2
Parasect,138,swsh3-4,https://assets.tcgdex.net/pt/swsh/swsh3/4,2
Exeggcute,139,swsh4-4,https://assets.tcgdex.net/pt/swsh/swsh4/4,1
Ledyba,140,swsh6-4,https://assets.tcgdex.net/pt/swsh/swsh6/4,1
Breloom,141,swsh9-004,https://assets.tcgdex.net/pt/swsh/swsh9/004,2
Cacnea,142,swsh4.5-4,https://assets.tcgdex.net/pt/swsh/swsh4.5/4,1
Ariados,143,swsh12-004,https://assets.tcgdex.net/pt/swsh/swsh12/004,2
Scyther,144,swsh2-4,https://assets.tcgdex.net/pt/swsh/swsh2/4,2
Scyther,145,swsh10-004,https://assets.tcgdex.net/pt/swsh/swsh10/004,2
Shroomish,146,swsh8-4,https://assets.tcgdex.net/pt/swsh/swsh8/4,1
Cacnea,147,swsh5-4,https://assets.tcgdex.net/pt/swsh/swsh5/4,1
Tangela,148,swsh12.5-004,https://assets.tcgdex.net/pt/swsh/swsh12.5/004,2
Paras,149,swsh11-004,https://assets.tcgdex.net/pt/swsh/swsh11/004,1
Palkia,150,cel25-4,https://assets.tcgdex.net/pt/swsh/cel25/4,2
Roserade,151,swsh1-4,https://assets.tcgdex.net/pt/swsh/swsh1/4,2
Quilladin,152,xy0-4,https://assets.tcgdex.net/pt/xy/xy0/4,1
Cacnea,153,xy8-4,https://assets.tcgdex.net/pt/xy/xy8/4,1
Seedot,154,xy9-4,https://assets.tcgdex.net/pt/xy/xy9/4,1
Metapod,155,xy12-4,https://assets.tcgdex.net/pt/xy/xy12/4,1
Mothim,156,xy10-4,https://assets.tcgdex.net/pt/xy/xy10/4,2
Skiploom,157,xy11-4,https://assets.tcgdex.net/pt/xy/xy11/4,1
Heracross EX,158,xy3-4,https://assets.tcgdex.net/pt/xy/xy3/4,3
Silcoon,159,xy6-4,https://assets.tcgdex.net/pt/xy/xy6/4,2
Kakuna,160,xy1-4,https://assets.tcgdex.net/pt/xy/xy1/4,1
Bellossom,161,xy7-4,https://assets.tcgdex.net/pt/xy/xy7/4,2
Yanmega,162,xy4-4,https://assets.tcgdex.net/pt/xy/xy4/4,2
Pineco,163,xy2-4,https://assets.tcgdex.net/pt/xy/xy2/4,1
Tangela,164,xy5-4,https://assets.tcgdex.net/pt/xy/xy5/4,2
Shuckle,165,sv03-005,https://assets.tcgdex.net/pt/sv/sv03/005,2
Charmeleon,166,sv03.5-005,https://assets.tcgdex.net/pt/sv/sv03.5/005,2
Forretress ex,167,sv02-005,https://assets.tcgdex.net/pt/sv/sv02/005,4
Toedscruel ex,168,sv04.5-005,https://assets.tcgdex.net/pt/sv/sv04.5/005,4
Shiftry,169,sv05-005,https://assets.tcgdex.net/pt/sv/sv05/005,2
Lileep,170,sv07-005,https://assets.tcgdex.net/pt/sv/sv07/005,2
Scatterbug,171,sv08-005,https://assets.tcgdex.net/pt/sv/sv08/005,1
Cacnea,172,sv01-005,https://assets.tcgdex.net/pt/sv/sv01/005,1
Simisage,173,sv04-005,https://assets.tcgdex.net/pt/sv/sv04/005,2
Decidueye,174,sv06.5-005,https://assets.tcgdex.net/pt/sv/sv06.5/005,2
Ariados,175,sv06-005,https://assets.tcgdex.net/pt/sv/sv06/005,2
Seedot,176,swsh7-5,https://assets.tcgdex.net/pt/swsh/swsh7/5,1
Exeggutor de Alola V,177,swsh10.5-005,https://assets.tcgdex.net/pt/swsh/swsh10.5/005,4
Eldegoss V,178,swsh3.5-5,https://assets.tcgdex.net/pt/swsh/swsh3.5/5,3
Carnivine,179,swsh3-5,https://assets.tcgdex.net/pt/swsh/swsh3/5,2
Exeggutor,180,swsh4-5,https://assets.tcgdex.net/pt/swsh/swsh4/5,2
Ledian,181,swsh6-5,https://assets.tcgdex.net/pt/swsh/swsh6/5,2
Tropius,182,swsh9-005,https://assets.tcgdex.net/pt/swsh/swsh9/005,2
Tropius,183,swsh4.5-5,https://assets.tcgdex.net/pt/swsh/swsh4.5/5,2
Sunkern,184,swsh12-005,https://assets.tcgdex.net/pt/swsh/swsh12/005,1
Shuckle,185,swsh2-5,https://assets.tcgdex.net/pt/swsh/swsh2/5,2
Scyther,186,swsh10-005,https://assets.tcgdex.net/pt/swsh/swsh10/005,2
Breloom,187,swsh8-5,https://assets.tcgdex.net/pt/swsh/swsh8/5,2
Cacturne,188,swsh5-5,https://assets.tcgdex.net/pt/swsh/swsh5/5,2
Tangrowth,189,swsh12.5-005,https://assets.tcgdex.net/pt/swsh/swsh12.5/005,2
Parasect,190,swsh11-005,https://assets.tcgdex.net/pt/swsh/swsh11/005,2
Pikachu,191,cel25-5,https://assets.tcgdex.net/pt/swsh/cel25/5,1
Cottonee,192,swsh1-5,https://assets.tcgdex.net/pt/swsh/swsh1/5,1
Chesnaught,193,xy0-5,https://assets.tcgdex.net/pt/xy/xy0/5,1
Pansage,194,xy8-5,https://assets.tcgdex.net/pt/xy/xy8/5,1
Kricketot,195,xy9-5,https://assets.tcgdex.net/pt/xy/xy9/5,1
Weedle,196,xy12-5,https://assets.tcgdex.net/pt/xy/xy12/5,1
Snivy,197,xy10-5,https://assets.tcgdex.net/pt/xy/xy10/5,1
Jumpluff,198,xy11-5,https://assets.tcgdex.net/pt/xy/xy11/5,2
M-Heracross EX,199,xy3-5,https://assets.tcgdex.net/pt/xy/xy3/5,3
Beautifly,200,xy6-5,https://assets.tcgdex.net/pt/xy/xy6/5,2
Beedrill,201,xy1-5,https://assets.tcgdex.net/pt/xy/xy1/5,2
Spinarak,202,xy7-5,https://assets.tcgdex.net/pt/xy/xy7/5,1
Sewaddle,203,xy4-5,https://assets.tcgdex.net/pt/xy/xy4/5,1
Seedot,204,xy2-5,https://assets.tcgdex.net/pt/xy/xy2/5,1
Tangrowth,205,xy5-5,https://assets.tcgdex.net/pt/xy/xy5/5,2
Surskit,206,sv03-006,https://assets.tcgdex.net/pt/sv/sv03/006,1
Charizard ex,207,sv03.5-006,https://assets.tcgdex.net/pt/sv/sv03.5/006,5
Heracross,208,sv02-006,https://assets.tcgdex.net/pt/sv/sv02/006,2
Espathra ex,209,sv04.5-006,https://assets.tcgdex.net/pt/sv/sv04.5/006,4
Shroomish,210,sv05-006,https://assets.tcgdex.net/pt/sv/sv05/006,1
Cradily,211,sv07-006,https://assets.tcgdex.net/pt/sv/sv07/006,2
Spewpa,212,sv08-006,https://assets.tcgdex.net/pt/sv/sv08/006,2
Cacturne,213,sv01-006,https://assets.tcgdex.net/pt/sv/sv01/006,2
Dwebble,214,sv04-006,https://assets.tcgdex.net/pt/sv/sv04/006,1
Tapu Bulu,215,sv06.5-006,https://assets.tcgdex.net/pt/sv/sv06.5/006,2
Sunkern,216,sv06-006,https://assets.tcgdex.net/pt/sv/sv06/006,1
Tropius,217,swsh7-6,https://assets.tcgdex.net/pt/swsh/swsh7/6,2
Spinarak,218,swsh10.5-006,https://assets.tcgdex.net/pt/swsh/swsh10.5/006,1
Vulpix,219,swsh3.5-6,https://assets.tcgdex.net/pt/swsh/swsh3.5/6,1
Pansage,220,swsh3-6,https://assets.tcgdex.net/pt/swsh/swsh3/6,1
Yanma,221,swsh4-6,https://assets.tcgdex.net/pt/swsh/swsh4/6,2
Heracross,222,swsh6-6,https://assets.tcgdex.net/pt/swsh/swsh6/6,2
Turtwig,223,swsh9-006,https://assets.tcgdex.net/pt/swsh/swsh9/006,2
Rowlet,224,swsh4.5-6,https://assets.tcgdex.net/pt/swsh/swsh4.5/6,1
Sunflora,225,swsh12-006,https://assets.tcgdex.net/pt/swsh/swsh12/006,2
Heracross,226,swsh2-6,https://assets.tcgdex.net/pt/swsh/swsh2/6,2
Yanma,227,swsh10-006,https://assets.tcgdex.net/pt/swsh/swsh10/006,1
Breloom V,228,swsh8-6,https://assets.tcgdex.net/pt/swsh/swsh8/6,3
Kricketune V,229,swsh5-6,https://assets.tcgdex.net/pt/swsh/swsh5/6,3
Scyther,230,swsh12.5-006,https://assets.tcgdex.net/pt/swsh/swsh12.5/006,2
Wurmple,231,swsh11-006,https://assets.tcgdex.net/pt/swsh/swsh11/006,1
Pikachu Voador V,232,cel25-6,https://assets.tcgdex.net/pt/swsh/cel25/6,3
Whimsicott,233,swsh1-6,https://assets.tcgdex.net/pt/swsh/swsh1/6,2
Slugma,234,xy0-6,https://assets.tcgdex.net/pt/xy/xy0/6,1
Simisage,235,xy8-6,https://assets.tcgdex.net/pt/xy/xy8/6,2
Kricketune,236,xy9-6,https://assets.tcgdex.net/pt/xy/xy9/6,2
Kakuna,237,xy12-6,https://assets.tcgdex.net/pt/xy/xy12/6,2
Servine,238,xy10-6,https://assets.tcgdex.net/pt/xy/xy10/6,1
Yanma,239,xy11-6,https://assets.tcgdex.net/pt/xy/xy11/6,1
Shroomish,240,xy3-6,https://assets.tcgdex.net/pt/xy/xy3/6,1
Cascoon,241,xy6-6,https://assets.tcgdex.net/pt/xy/xy6/6,2
Ledyba,242,xy1-6,https://assets.tcgdex.net/pt/xy/xy1/6,1
Ariados,243,xy7-6,https://assets.tcgdex.net/pt/xy/xy7/6,1
Swadloon,244,xy4-6,https://assets.tcgdex.net/pt/xy/xy4/6,1
Nuzleaf,245,xy2-6,https://assets.tcgdex.net/pt/xy/xy2/6,2
Treecko,246,xy5-6,https://assets.tcgdex.net/pt/xy/xy5/6,1
Masquerain,247,sv03-007,https://assets.tcgdex.net/pt/sv/sv03/007,2
Squirtle,248,sv03.5-007,https://assets.tcgdex.net/pt/sv/sv03.5/007,1
Tropius,249,sv02-007,https://assets.tcgdex.net/pt/sv/sv02/007,2
Charmander,250,sv04.5-007,https://assets.tcgdex.net/pt/sv/sv04.5/007,1
Breloom,251,sv05-007,https://assets.tcgdex.net/pt/sv/sv05/007,2
Carnivine,252,sv07-007,https://assets.tcgdex.net/pt/sv/sv07/007,2
Vivillon,253,sv08-007,https://assets.tcgdex.net/pt/sv/sv08/007,2
Tropius,254,sv01-007,https://assets.tcgdex.net/pt/sv/sv01/007,2
Crustle,255,sv04-007,https://assets.tcgdex.net/pt/sv/sv04/007,2
Houndour,256,sv06.5-007,https://assets.tcgdex.net/pt/sv/sv06.5/007,1
Sunflora,257,sv06-007,https://assets.tcgdex.net/pt/sv/sv06/007,2
Leafeon V,258,swsh7-7,https://assets.tcgdex.net/pt/swsh/swsh7/7,3
Ariados,259,swsh10.5-007,https://assets.tcgdex.net/pt/swsh/swsh10.5/007,2
Victini,260,swsh3.5-7,https://assets.tcgdex.net/pt/swsh/swsh3.5/7,1
Simisage,261,swsh3-7,https://assets.tcgdex.net/pt/swsh/swsh3/7,2
Yanmega,262,swsh4-7,https://assets.tcgdex.net/pt/swsh/swsh4/7,2
Celebi V,263,swsh6-7,https://assets.tcgdex.net/pt/swsh/swsh6/7,3
Grotle,264,swsh9-007,https://assets.tcgdex.net/pt/swsh/swsh9/007,2
Dartrix,265,swsh4.5-7,https://assets.tcgdex.net/pt/swsh/swsh4.5/7,2
Serperior V,266,swsh12-007,https://assets.tcgdex.net/pt/swsh/swsh12/007,3
Lotad,267,swsh2-7,https://assets.tcgdex.net/pt/swsh/swsh2/7,1
Yanmega,268,swsh10-007,https://assets.tcgdex.net/pt/swsh/swsh10/007,2
Pansage,269,swsh8-7,https://assets.tcgdex.net/pt/swsh/swsh8/7,1
Cherubi,270,swsh5-7,https://assets.tcgdex.net/pt/swsh/swsh5/7,1
Sunkern,271,swsh12.5-007,https://assets.tcgdex.net/pt/swsh/swsh12.5/007,1
Silcoon,272,swsh11-007,https://assets.tcgdex.net/pt/swsh/swsh11/007,2
Pikachu Voador VMAX,273,cel25-7,https://assets.tcgdex.net/pt/swsh/cel25/7,5
Maractus,274,swsh1-7,https://assets.tcgdex.net/pt/swsh/swsh1/7,2
Pansear,275,xy0-7,https://assets.tcgdex.net/pt/xy/xy0/7,1
Chespin,276,xy8-7,https://assets.tcgdex.net/pt/xy/xy8/7,1
Petilil,277,xy9-7,https://assets.tcgdex.net/pt/xy/xy9/7,1
Beedrill,278,xy12-7,https://assets.tcgdex.net/pt/xy/xy12/7,2
Serperior,279,xy10-7,https://assets.tcgdex.net/pt/xy/xy10/7,2
Yanmega,280,xy11-7,https://assets.tcgdex.net/pt/xy/xy11/7,2
Leafeon,281,xy3-7,https://assets.tcgdex.net/pt/xy/xy3/7,2
Dustox,282,xy6-7,https://assets.tcgdex.net/pt/xy/xy6/7,2
Ledian,283,xy1-7,https://assets.tcgdex.net/pt/xy/xy1/7,2
Sceptile EX,284,xy7-7,https://assets.tcgdex.net/pt/xy/xy7/7,3
Leavanny,285,xy4-7,https://assets.tcgdex.net/pt/xy/xy4/7,2
Shiftry,286,xy2-7,https://assets.tcgdex.net/pt/xy/xy2/7,2
Grovyle,287,xy5-7,https://assets.tcgdex.net/pt/xy/xy5/7,2
Combee,288,sv03-008,https://assets.tcgdex.net/pt/sv/sv03/008,1
Wartortle,289,sv03.5-008,https://assets.tcgdex.net/pt/sv/sv03.5/008,2
Combee,290,sv02-008,https://assets.tcgdex.net/pt/sv/sv02/008,1
Charmeleon,291,sv04.5-008,https://assets.tcgdex.net/pt/sv/sv04.5/008,2
Roselia,292,sv05-008,https://assets.tcgdex.net/pt/sv/sv05/008,1
Rotom Corte,293,sv07-008,https://assets.tcgdex.net/pt/sv/sv07/008,2
Morelull,294,sv08-008,https://assets.tcgdex.net/pt/sv/sv08/008,1
Scatterbug,295,sv01-008,https://assets.tcgdex.net/pt/sv/sv01/008,1
Bounsweet,296,sv04-008,https://assets.tcgdex.net/pt/sv/sv04/008,1
Houndoom,297,sv06.5-008,https://assets.tcgdex.net/pt/sv/sv06.5/008,2
Heracross,298,sv06-008,https://assets.tcgdex.net/pt/sv/sv06/008,2
Leafeon VMAX,299,swsh7-8,https://assets.tcgdex.net/pt/swsh/swsh7/8,5
Charmander,300,swsh10.5-008,https://assets.tcgdex.net/pt/swsh/swsh10.5/008,1
Incineroar V,301,swsh3.5-8,https://assets.tcgdex.net/pt/swsh/swsh3.5/8,3
Karrablast,302,swsh3-8,https://assets.tcgdex.net/pt/swsh/swsh3/8,1
Pineco,303,swsh4-8,https://assets.tcgdex.net/pt/swsh/swsh4/8,1
Celebi VMAX,304,swsh6-8,https://assets.tcgdex.net/pt/swsh/swsh6/8,5
Torterra,305,swsh9-008,https://assets.tcgdex.net/pt/swsh/swsh9/008,3
Decidueye,306,swsh4.5-8,https://assets.tcgdex.net/pt/swsh/swsh4.5/8,2
Serperior V-ASTRO,307,swsh12-008,https://assets.tcgdex.net/pt/swsh/swsh12/008,4
Lombre,308,swsh2-8,https://assets.tcgdex.net/pt/swsh/swsh2/8,2
Heracross,309,swsh10-008,https://assets.tcgdex.net/pt/swsh/swsh10/008,2
Simisage,310,swsh8-8,https://assets.tcgdex.net/pt/swsh/swsh8/8,2
Cherrim,311,swsh5-8,https://assets.tcgdex.net/pt/swsh/swsh5/8,2
Yanma,312,swsh12.5-008,https://assets.tcgdex.net/pt/swsh/swsh12.5/008,1
Beautifly,313,swsh11-008,https://assets.tcgdex.net/pt/swsh/swsh11/008,2
Pikachu Surfista V,314,cel25-8,https://assets.tcgdex.net/pt/swsh/cel25/8,3
Durant,315,swsh1-8,https://assets.tcgdex.net/pt/swsh/swsh1/8,2
Fennekin,316,xy0-8,https://assets.tcgdex.net/pt/xy/xy0/8,1
Chespin,317,xy8-8,https://assets.tcgdex.net/pt/xy/xy8/8,1
Lilligant,318,xy9-8,https://assets.tcgdex.net/pt/xy/xy9/8,2
Tangela,319,xy12-8,https://assets.tcgdex.net/pt/xy/xy12/8,2
Deerling,320,xy10-8,https://assets.tcgdex.net/pt/xy/xy10/8,1
Yanmega TURBO,321,xy11-8,https://assets.tcgdex.net/pt/xy/xy11/8,2
Shelmet,322,xy3-8,https://assets.tcgdex.net/pt/xy/xy3/8,1
Dustox,323,xy6-8,https://assets.tcgdex.net/pt/xy/xy6/8,2
Volbeat,324,xy1-8,https://assets.tcgdex.net/pt/xy/xy1/8,1
M-Sceptile EX,325,xy7-8,https://assets.tcgdex.net/pt/xy/xy7/8,3
